tool|sf|day|batch_type|q|parameters|time
Neo4j|1|2012-11-29|power|6|{"tag": "Pandyan_Dynasty"}|0.3579580783843994
Neo4j|1|2012-11-29|power|6|{"tag": "Alan_Jackson"}|0.9786136150360107
Neo4j|1|2012-11-29|power|6|{"tag": "Victor_Hănescu"}|0.6556696891784668
Neo4j|1|2012-11-29|power|6|{"tag": "Music_from_Big_Pink"}|0.8915963172912598
Neo4j|1|2012-11-29|power|6|{"tag": "Rock_Around_the_Clock"}|0.8821134567260742
Neo4j|1|2012-11-29|power|6|{"tag": "Great_Seljuq_Empire"}|0.5450074672698975
Neo4j|1|2012-11-29|power|6|{"tag": "Henry_the_Navigator"}|0.40181565284729004
Neo4j|1|2012-11-29|power|6|{"tag": "Ayyubid_dynasty"}|0.5303902626037598
Neo4j|1|2012-11-29|power|6|{"tag": "Colony_of_Natal"}|0.9052093029022217
Neo4j|1|2012-11-29|power|6|{"tag": "New_Hebrides"}|0.9953176975250244
Neo4j|1|2012-11-29|power|6|{"tag": "Crown_of_Aragon"}|0.7719931602478027
Neo4j|1|2012-11-29|power|6|{"tag": "Polish_government-in-exile"}|0.32029223442077637
Neo4j|1|2012-11-29|power|6|{"tag": "Walk_This_Way"}|0.805410623550415
Neo4j|1|2012-11-29|power|6|{"tag": "Please_Mr._Postman"}|0.2051393985748291
Neo4j|1|2012-11-29|power|6|{"tag": "French_West_Africa"}|0.33173251152038574
Neo4j|1|2012-11-29|power|6|{"tag": "A_Day_in_the_Life"}|0.6964197158813477
Neo4j|1|2012-11-29|power|6|{"tag": "Guelders"}|0.24705100059509277
Neo4j|1|2012-11-29|power|6|{"tag": "Gran_Colombia"}|0.5187366008758545
Neo4j|1|2012-11-29|power|6|{"tag": "Independent_State_of_Croatia"}|0.7745506763458252
Neo4j|1|2012-11-29|power|6|{"tag": "Ibn_Khaldun"}|0.21695899963378906
Neo4j|1|2012-11-29|power|6|{"tag": "Asa_Gray"}|0.735421895980835
Neo4j|1|2012-11-29|power|6|{"tag": "Goryeo"}|0.4198489189147949
Neo4j|1|2012-11-29|power|6|{"tag": "Toyotomi_Hideyoshi"}|0.5850634574890137
Neo4j|1|2012-11-29|power|6|{"tag": "Majapahit"}|0.3966865539550781
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_France"}|1.222405195236206
Neo4j|1|2012-11-29|power|6|{"tag": "French_India"}|0.3736114501953125
Neo4j|1|2012-11-29|power|6|{"tag": "The_Velvet_Underground_&_Nico"}|0.5758662223815918
Neo4j|1|2012-11-29|power|6|{"tag": "Dahomey"}|0.618455171585083
Neo4j|1|2012-11-29|power|6|{"tag": "The_Piper_at_the_Gates_of_Dawn"}|0.6810283660888672
Neo4j|1|2012-11-29|power|6|{"tag": "Grand_Duchy_of_Tuscany"}|0.5630433559417725
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_Bohemia"}|0.4549849033355713
Neo4j|1|2012-11-29|power|6|{"tag": "Norodom_Sihanouk"}|0.573016881942749
Neo4j|1|2012-11-29|power|6|{"tag": "Congo_Free_State"}|0.5030517578125
Neo4j|1|2012-11-29|power|6|{"tag": "Duchy_of_Milan"}|0.42127561569213867
Neo4j|1|2012-11-29|power|6|{"tag": "British_America"}|0.6808047294616699
Neo4j|1|2012-11-29|power|6|{"tag": "Visigothic_Kingdom"}|0.1610720157623291
Neo4j|1|2012-11-29|power|6|{"tag": "The_Stars_and_Stripes_Forever"}|0.5187199115753174
Neo4j|1|2012-11-29|power|6|{"tag": "The_Joshua_Tree"}|0.4337589740753174
Neo4j|1|2012-11-29|power|6|{"tag": "South_African_Republic"}|0.9403321743011475
Neo4j|1|2012-11-29|power|6|{"tag": "Kaia_Kanepi"}|0.38329339027404785
Neo4j|1|2012-11-29|power|6|{"tag": "Iraqi_Kurdistan"}|0.2562432289123535
Neo4j|1|2012-11-29|power|6|{"tag": "Duchy_of_Warsaw"}|0.5996112823486328
Neo4j|1|2012-11-29|power|6|{"tag": "Aztec_Triple_Alliance"}|0.739067792892456
Neo4j|1|2012-11-29|power|6|{"tag": "Allied-occupied_Germany"}|0.7239630222320557
Neo4j|1|2012-11-29|power|6|{"tag": "Jimmy_Van_Heusen"}|1.1483957767486572
Neo4j|1|2012-11-29|power|6|{"tag": "Crown_of_Castile"}|0.8645658493041992
Neo4j|1|2012-11-29|power|6|{"tag": "Shang_Dynasty"}|0.5831518173217773
Neo4j|1|2012-11-29|power|6|{"tag": "Northern_Rhodesia"}|0.6829037666320801
Neo4j|1|2012-11-29|power|6|{"tag": "Shop_Around"}|0.19826626777648926
Neo4j|1|2012-11-29|power|6|{"tag": "Lucy_in_the_Sky_with_Diamonds"}|0.4414365291595459
Neo4j|1|2012-11-29|power|6|{"tag": "Billie_Jean"}|0.779681921005249
Neo4j|1|2012-11-29|power|6|{"tag": "Silla"}|0.3674194812774658
Neo4j|1|2012-11-29|power|6|{"tag": "Somaliland"}|0.5632443428039551
Neo4j|1|2012-11-29|power|6|{"tag": "British_Cameroons"}|0.2851135730743408
Neo4j|1|2012-11-29|power|6|{"tag": "Commonwealth_of_the_Philippines"}|0.5406625270843506
Neo4j|1|2012-11-29|power|6|{"tag": "Electorate_of_Saxony"}|0.4411187171936035
Neo4j|1|2012-11-29|power|6|{"tag": "Fat_Joe"}|0.5794141292572021
Neo4j|1|2012-11-29|power|6|{"tag": "Irish_Republic"}|0.6333377361297607
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_León"}|0.6965405941009521
Neo4j|1|2012-11-29|power|6|{"tag": "Sui_Dynasty"}|0.5796263217926025
Neo4j|1|2012-11-29|power|6|{"tag": "Saint_Pierre_and_Miquelon"}|0.5054633617401123
Neo4j|1|2012-11-29|power|6|{"tag": "My_Heart_Will_Go_On"}|0.7917580604553223
Neo4j|1|2012-11-29|power|6|{"tag": "South_Ossetia"}|0.7102868556976318
Neo4j|1|2012-11-29|power|6|{"tag": "Mercosur"}|0.9081892967224121
Neo4j|1|2012-11-29|power|6|{"tag": "Goguryeo"}|0.5250744819641113
Neo4j|1|2012-11-29|power|6|{"tag": "Mali_Empire"}|0.7941663265228271
Neo4j|1|2012-11-29|power|6|{"tag": "Bechuanaland_Protectorate"}|0.7014365196228027
Neo4j|1|2012-11-29|power|6|{"tag": "Jogaila"}|1.176363229751587
Neo4j|1|2012-11-29|power|6|{"tag": "Rock_Me_Amadeus"}|0.406461238861084
Neo4j|1|2012-11-29|power|6|{"tag": "Al_Jolson"}|0.6265995502471924
Neo4j|1|2012-11-29|power|6|{"tag": "Human_Development_Index"}|0.47847771644592285
Neo4j|1|2012-11-29|power|6|{"tag": "Swedish_Empire"}|0.7107017040252686
Neo4j|1|2012-11-29|power|6|{"tag": "Georgian_Soviet_Socialist_Republic"}|0.3879566192626953
Neo4j|1|2012-11-29|power|6|{"tag": "Connecticut_Colony"}|0.9263145923614502
Neo4j|1|2012-11-29|power|6|{"tag": "Moldavian_Soviet_Socialist_Republic"}|0.6827435493469238
Neo4j|1|2012-11-29|power|6|{"tag": "Luther_Vandross"}|1.5086486339569092
Neo4j|1|2012-11-29|power|6|{"tag": "Province_of_Pennsylvania"}|0.8495457172393799
Neo4j|1|2012-11-29|power|6|{"tag": "German_Confederation"}|0.5966370105743408
Neo4j|1|2012-11-29|power|6|{"tag": "The_Wall"}|0.8504238128662109
Neo4j|1|2012-11-29|power|6|{"tag": "Wallis_and_Futuna"}|0.4108102321624756
Neo4j|1|2012-11-29|power|6|{"tag": "North_German_Confederation"}|1.0620977878570557
Neo4j|1|2012-11-29|power|6|{"tag": "Anguilla"}|1.0058438777923584
Neo4j|1|2012-11-29|power|6|{"tag": "Days_of_Future_Passed"}|0.5198807716369629
Neo4j|1|2012-11-29|power|6|{"tag": "Democratic_Republic_of_Armenia"}|0.8845970630645752
Neo4j|1|2012-11-29|power|6|{"tag": "Province_of_New_York"}|0.7195208072662354
Neo4j|1|2012-11-29|power|6|{"tag": "Spanish_Florida"}|0.3400702476501465
Neo4j|1|2012-11-29|power|6|{"tag": "Delhi_Sultanate"}|0.29156970977783203
Neo4j|1|2012-11-29|power|6|{"tag": "Nauru"}|0.8090543746948242
Neo4j|1|2012-11-29|power|6|{"tag": "Emirate_of_Granada"}|0.30351972579956055
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_Hanover"}|1.0654020309448242
Neo4j|1|2012-11-29|power|6|{"tag": "Mr._Tambourine_Man"}|0.5632660388946533
Neo4j|1|2012-11-29|power|6|{"tag": "The_Little_Drummer_Boy"}|0.4377143383026123
Neo4j|1|2012-11-29|power|6|{"tag": "Back_in_Black"}|0.6496574878692627
Neo4j|1|2012-11-29|power|6|{"tag": "Rainer_Schüttler"}|0.5044074058532715
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_the_Netherlands"}|0.7522220611572266
Neo4j|1|2012-11-29|power|6|{"tag": "Chet_Atkins"}|0.3996288776397705
Neo4j|1|2012-11-29|power|6|{"tag": "Organisation_internationale_de_la_Francophonie"}|0.6247115135192871
Neo4j|1|2012-11-29|power|6|{"tag": "British_Honduras"}|0.6787428855895996
Neo4j|1|2012-11-29|power|6|{"tag": "Province_of_Carolina"}|0.4859929084777832
Neo4j|1|2012-11-29|power|6|{"tag": "At_Last"}|0.38577961921691895
Neo4j|1|2012-11-29|power|6|{"tag": "Niue"}|0.7425775527954102
Neo4j|1|2012-11-29|power|6|{"tag": "Samanids"}|0.5428495407104492
Neo4j|1|2012-11-29|power|6|{"tag": "Hyderabad_State"}|0.5058379173278809
Neo4j|1|2012-11-29|power|6|{"tag": "Duchy_of_Schleswig"}|0.8856513500213623
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_Sicily"}|0.67063307762146
Neo4j|1|2012-11-29|power|6|{"tag": "Like_a_Rolling_Stone"}|0.6961328983306885
Neo4j|1|2012-11-29|power|6|{"tag": "Transnistria"}|0.9508852958679199
Neo4j|1|2012-11-29|power|6|{"tag": "Danny_Boy"}|0.8805661201477051
Neo4j|1|2012-11-29|power|6|{"tag": "Leander_Paes"}|0.8734962940216064
Neo4j|1|2012-11-29|power|6|{"tag": "We_Will_Rock_You"}|0.40946364402770996
Neo4j|1|2012-11-29|power|6|{"tag": "99_Luftballons"}|0.30847859382629395
Neo4j|1|2012-11-29|power|6|{"tag": "Kalmar_Union"}|0.5677855014801025
Neo4j|1|2012-11-29|power|6|{"tag": "Vince_McMahon"}|0.8802924156188965
Neo4j|1|2012-11-29|power|6|{"tag": "Eric_Walter_Elst"}|0.2925596237182617
Neo4j|1|2012-11-29|power|6|{"tag": "Chechen_Republic_of_Ichkeria"}|0.4681427478790283
Neo4j|1|2012-11-29|power|6|{"tag": "Almohad_Caliphate"}|0.8686540126800537
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_Mysore"}|0.3464980125427246
Neo4j|1|2012-11-29|power|6|{"tag": "The_Christmas_Song"}|0.7474527359008789
Neo4j|1|2012-11-29|power|6|{"tag": "Light_My_Fire"}|0.8043003082275391
Neo4j|1|2012-11-29|power|6|{"tag": "Early_modern_France"}|0.7661199569702148
Neo4j|1|2012-11-29|power|6|{"tag": "Folksinger"}|0.8649947643280029
Neo4j|1|2012-11-29|power|6|{"tag": "Saint-Domingue"}|0.4815232753753662
Neo4j|1|2012-11-29|power|6|{"tag": "Nguyen_dynasty"}|1.306023120880127
Neo4j|1|2012-11-29|power|6|{"tag": "Nikolai_Chernykh"}|0.9378471374511719
Neo4j|1|2012-11-29|power|6|{"tag": "Material_Girl"}|0.29015564918518066
Neo4j|1|2012-11-29|power|6|{"tag": "Kingdom_of_Bavaria"}|0.4242899417877197
Neo4j|1|2012-11-29|power|6|{"tag": "Hispania"}|0.6820812225341797
Neo4j|1|2012-11-29|power|6|{"tag": "Confederation_of_the_Rhine"}|0.40284204483032227
Neo4j|1|2012-11-29|power|6|{"tag": "Catherine_of_Alexandria"}|0.2816023826599121
Neo4j|1|2012-11-29|power|6|{"tag": "Sahrawi_Arab_Democratic_Republic"}|0.4437074661254883
Neo4j|1|2012-11-29|power|6|{"tag": "Gupta_Empire"}|0.8264968395233154
Neo4j|1|2012-11-29|power|6|{"tag": "Province_of_Georgia"}|0.5896785259246826
Neo4j|1|2012-11-29|power|6|{"tag": "Colony_of_Rhode_Island_and_Providence_Plantations"}|0.3547348976135254
Neo4j|1|2012-11-29|power|6|{"tag": "Korea_under_Japanese_rule"}|0.7890579700469971
Neo4j|1|2012-11-29|power|6|{"tag": "Netherlands_Antilles"}|1.1305723190307617
Neo4j|1|2012-11-29|power|6|{"tag": "Roanoke_Colony"}|0.6410605907440186
Neo4j|1|2012-11-29|power|6|{"tag": "Golden_Horde"}|1.196204662322998
Neo4j|1|2012-11-29|power|6|{"tag": "Neo-Babylonian_Empire"}|0.8204977512359619
Neo4j|1|2012-11-29|power|6|{"tag": "La_Vie_en_rose"}|0.4124915599822998
Neo4j|1|2012-11-29|power|6|{"tag": "Zhou_Dynasty"}|0.8552517890930176
Neo4j|1|2012-11-29|power|6|{"tag": "Highway_61_Revisited"}|0.1712646484375
Neo4j|1|2012-11-29|power|6|{"tag": "British_Somaliland"}|0.5043802261352539
Neo4j|1|2012-11-29|power|6|{"tag": "South_Sudan"}|0.9712474346160889
Neo4j|1|2012-11-29|power|6|{"tag": "Nikolay_Davydenko"}|0.8296971321105957
Neo4j|1|2012-11-29|power|6|{"tag": "Maratha_Empire"}|0.6128320693969727
Neo4j|1|2012-11-29|power|6|{"tag": "Communist_Romania"}|1.1287469863891602
Neo4j|1|2012-11-29|power|6|{"tag": "General_Government"}|0.5147154331207275
Neo4j|1|2012-11-29|power|6|{"tag": "Russian_America"}|0.8236913681030273
Neo4j|1|2012-11-29|power|6|{"tag": "Akon"}|1.0778765678405762
Neo4j|1|2012-11-29|power|6|{"tag": "Khazars"}|0.5692777633666992
Neo4j|1|2012-11-29|power|6|{"tag": "Arantxa_Sánchez_Vicario"}|0.4277763366699219
Neo4j|1|2012-11-29|power|6|{"tag": "Buganda"}|0.7597260475158691
Neo4j|1|2012-11-29|power|6|{"tag": "Candle_in_the_Wind_1997"}|0.9042291641235352
Neo4j|1|2012-11-29|power|6|{"tag": "Lisa_Raymond"}|0.5662326812744141
Neo4j|1|2012-11-29|power|6|{"tag": "Republic_of_Florence"}|1.080190658569336
Neo4j|1|2012-11-29|power|6|{"tag": "She_Loves_You"}|0.8477694988250732
Neo4j|1|2012-11-29|power|6|{"tag": "Patrick_Rafter"}|0.594329833984375
Neo4j|1|2012-11-29|power|6|{"tag": "Jonas_Björkman"}|0.3106067180633545
Neo4j|1|2012-11-29|power|7|{"tag": "Slovenia"}|0.027043581008911133
Neo4j|1|2012-11-29|power|7|{"tag": "Bulgaria"}|0.017210006713867188
Neo4j|1|2012-11-29|power|7|{"tag": "Elvis_Presley"}|0.06621527671813965
Neo4j|1|2012-11-29|power|7|{"tag": "W._B._Yeats"}|0.017611265182495117
Neo4j|1|2012-11-29|power|7|{"tag": "Charles_III_of_Spain"}|0.016054868698120117
Neo4j|1|2012-11-29|power|7|{"tag": "Niccolò_Machiavelli"}|0.01585674285888672
Neo4j|1|2012-11-29|power|7|{"tag": "Luxembourg"}|0.01458597183227539
Neo4j|1|2012-11-29|power|7|{"tag": "Richard_Strauss"}|0.017964839935302734
Neo4j|1|2012-11-29|power|7|{"tag": "Joni_Mitchell"}|0.01746988296508789
Neo4j|1|2012-11-29|power|7|{"tag": "Alfred_Hitchcock"}|0.015390872955322266
Neo4j|1|2012-11-29|power|7|{"tag": "Michelangelo"}|0.01540517807006836
Neo4j|1|2012-11-29|power|7|{"tag": "Czechoslovakia"}|0.015794754028320312
Neo4j|1|2012-11-29|power|7|{"tag": "Thailand"}|0.015577316284179688
Neo4j|1|2012-11-29|power|7|{"tag": "Arthur_Wellesley,_1st_Duke_of_Wellington"}|0.015517234802246094
Neo4j|1|2012-11-29|power|7|{"tag": "Republic_of_Ireland"}|0.018192768096923828
Neo4j|1|2012-11-29|power|7|{"tag": "Leon_Trotsky"}|0.015600442886352539
Neo4j|1|2012-11-29|power|7|{"tag": "South_Africa"}|0.016408681869506836
Neo4j|1|2012-11-29|power|7|{"tag": "Czech_Republic"}|0.016173124313354492
Neo4j|1|2012-11-29|power|7|{"tag": "Desiderius_Erasmus"}|0.017142534255981445
Neo4j|1|2012-11-29|power|7|{"tag": "Catherine_the_Great"}|0.01520085334777832
Neo4j|1|2012-11-29|power|7|{"tag": "Christopher_Columbus"}|0.015460729598999023
Neo4j|1|2012-11-29|power|7|{"tag": "Nelson_Mandela"}|0.016440391540527344
Neo4j|1|2012-11-29|power|7|{"tag": "Hassan_II_of_Morocco"}|0.020720243453979492
Neo4j|1|2012-11-29|power|7|{"tag": "Galileo_Galilei"}|0.017928361892700195
Neo4j|1|2012-11-29|power|7|{"tag": "Jamaica"}|0.014780282974243164
Neo4j|1|2012-11-29|power|7|{"tag": "Roger_Ebert"}|0.013746261596679688
Neo4j|1|2012-11-29|power|7|{"tag": "Ulysses_S._Grant"}|0.01543426513671875
Neo4j|1|2012-11-29|power|7|{"tag": "Isaac_Asimov"}|0.015527486801147461
Neo4j|1|2012-11-29|power|7|{"tag": "Fyodor_Dostoyevsky"}|0.0163118839263916
Neo4j|1|2012-11-29|power|7|{"tag": "Johnny_Cash"}|0.0153656005859375
Neo4j|1|2012-11-29|power|7|{"tag": "Bryan_Adams"}|0.01445317268371582
Neo4j|1|2012-11-29|power|7|{"tag": "Iran"}|0.015219926834106445
Neo4j|1|2012-11-29|power|7|{"tag": "Turkey"}|0.015685081481933594
Neo4j|1|2012-11-29|power|7|{"tag": "John_Wayne"}|0.014903545379638672
Neo4j|1|2012-11-29|power|7|{"tag": "New_Zealand"}|0.015746116638183594
Neo4j|1|2012-11-29|power|7|{"tag": "Burma"}|0.01447153091430664
Neo4j|1|2012-11-29|power|7|{"tag": "Shakira"}|0.01728367805480957
Neo4j|1|2012-11-29|power|7|{"tag": "C._S._Lewis"}|0.01638197898864746
Neo4j|1|2012-11-29|power|7|{"tag": "North_Korea"}|0.014046192169189453
Neo4j|1|2012-11-29|power|7|{"tag": "Mark_Twain"}|0.01752781867980957
Neo4j|1|2012-11-29|power|7|{"tag": "Confucius"}|0.015866518020629883
Neo4j|1|2012-11-29|power|7|{"tag": "Toru_Takemitsu"}|0.021649837493896484
Neo4j|1|2012-11-29|power|7|{"tag": "John_McCain"}|0.01580953598022461
Neo4j|1|2012-11-29|power|7|{"tag": "Rupert_Murdoch"}|0.015450000762939453
Neo4j|1|2012-11-29|power|7|{"tag": "Cleopatra_VII"}|0.014771223068237305
Neo4j|1|2012-11-29|power|7|{"tag": "Aung_San_Suu_Kyi"}|0.016943931579589844
Neo4j|1|2012-11-29|power|7|{"tag": "Benjamin_Franklin"}|0.016420602798461914
Neo4j|1|2012-11-29|power|7|{"tag": "United_Nations"}|0.01551508903503418
Neo4j|1|2012-11-29|power|7|{"tag": "Oliver_Cromwell"}|0.01649188995361328
Neo4j|1|2012-11-29|power|7|{"tag": "Mahathir_Mohamad"}|0.013176202774047852
Neo4j|1|2012-11-29|power|7|{"tag": "Pyotr_Ilyich_Tchaikovsky"}|0.016823291778564453
Neo4j|1|2012-11-29|power|7|{"tag": "Francis_Drake"}|0.013386011123657227
Neo4j|1|2012-11-29|power|7|{"tag": "Malaysia"}|0.013395309448242188
Neo4j|1|2012-11-29|power|7|{"tag": "Roman_Empire"}|0.014534950256347656
Neo4j|1|2012-11-29|power|7|{"tag": "Marilyn_Monroe"}|0.015490055084228516
Neo4j|1|2012-11-29|power|7|{"tag": "Ottoman_Empire"}|0.013941764831542969
Neo4j|1|2012-11-29|power|7|{"tag": "Sergei_Prokofiev"}|0.014415979385375977
Neo4j|1|2012-11-29|power|7|{"tag": "Brazil"}|0.01663494110107422
Neo4j|1|2012-11-29|power|7|{"tag": "Canada"}|0.015843629837036133
Neo4j|1|2012-11-29|power|7|{"tag": "Singapore"}|0.01544952392578125
Neo4j|1|2012-11-29|power|7|{"tag": "Edgar_Allan_Poe"}|0.016629695892333984
Neo4j|1|2012-11-29|power|7|{"tag": "Andrew_Jackson"}|0.013998031616210938
Neo4j|1|2012-11-29|power|7|{"tag": "Indonesia"}|0.013902902603149414
Neo4j|1|2012-11-29|power|7|{"tag": "Syria"}|0.014404535293579102
Neo4j|1|2012-11-29|power|7|{"tag": "Bruce_Springsteen"}|0.014061450958251953
Neo4j|1|2012-11-29|power|7|{"tag": "Robert_A._Heinlein"}|0.014822244644165039
Neo4j|1|2012-11-29|power|7|{"tag": "Morocco"}|0.014094352722167969
Neo4j|1|2012-11-29|power|7|{"tag": "Ecuador"}|0.01676487922668457
Neo4j|1|2012-11-29|power|7|{"tag": "Vladimir_Putin"}|0.015351295471191406
Neo4j|1|2012-11-29|power|7|{"tag": "Plutarch"}|0.016548871994018555
Neo4j|1|2012-11-29|power|7|{"tag": "Walter_Scott"}|0.014917850494384766
Neo4j|1|2012-11-29|power|7|{"tag": "Taiwan"}|0.017224788665771484
Neo4j|1|2012-11-29|power|7|{"tag": "Croatia"}|0.014295578002929688
Neo4j|1|2012-11-29|power|7|{"tag": "Vinicius_de_Moraes"}|0.019326210021972656
Neo4j|1|2012-11-29|power|7|{"tag": "Algeria"}|0.014397144317626953
Neo4j|1|2012-11-29|power|7|{"tag": "Edgar_Prado"}|0.02041029930114746
Neo4j|1|2012-11-29|power|7|{"tag": "Pablo_Picasso"}|0.016152143478393555
Neo4j|1|2012-11-29|power|7|{"tag": "Israel"}|0.014654159545898438
Neo4j|1|2012-11-29|power|7|{"tag": "Iraq"}|0.0158388614654541
Neo4j|1|2012-11-29|power|7|{"tag": "Alexander_the_Great"}|0.014604330062866211
Neo4j|1|2012-11-29|power|7|{"tag": "Nelly_Furtado"}|0.015550374984741211
Neo4j|1|2012-11-29|power|7|{"tag": "Nigeria"}|0.015492677688598633
Neo4j|1|2012-11-29|power|7|{"tag": "Walt_Disney"}|0.014867544174194336
Neo4j|1|2012-11-29|power|7|{"tag": "Hong_Kong"}|0.014962911605834961
Neo4j|1|2012-11-29|power|7|{"tag": "Georg_Wilhelm_Friedrich_Hegel"}|0.01648545265197754
Neo4j|1|2012-11-29|power|7|{"tag": "H._G._Wells"}|0.015321969985961914
Neo4j|1|2012-11-29|power|7|{"tag": "Greece"}|0.016798973083496094
Neo4j|1|2012-11-29|power|7|{"tag": "Panama"}|0.013481378555297852
Neo4j|1|2012-11-29|power|7|{"tag": "Belgium"}|0.016459941864013672
Neo4j|1|2012-11-29|power|7|{"tag": "Afghanistan"}|0.015155553817749023
Neo4j|1|2012-11-29|power|7|{"tag": "Jordan"}|0.013520479202270508
Neo4j|1|2012-11-29|power|7|{"tag": "George_Frideric_Handel"}|0.015111446380615234
Neo4j|1|2012-11-29|power|7|{"tag": "Finland"}|0.015791893005371094
Neo4j|1|2012-11-29|power|7|{"tag": "Woody_Allen"}|0.01609945297241211
Neo4j|1|2012-11-29|power|7|{"tag": "Friedrich_Schiller"}|0.015130996704101562
Neo4j|1|2012-11-29|power|7|{"tag": "John_Adams"}|0.014546632766723633
Neo4j|1|2012-11-29|power|7|{"tag": "Uruguay"}|0.01416158676147461
Neo4j|1|2012-11-29|power|7|{"tag": "John_Lennon"}|0.015559911727905273
Neo4j|1|2012-11-29|power|7|{"tag": "Saddam_Hussein"}|0.014899253845214844
Neo4j|1|2012-11-29|power|7|{"tag": "Stanley_Kubrick"}|0.014165878295898438
Neo4j|1|2012-11-29|power|7|{"tag": "Tom_Hanks"}|0.015311241149902344
Neo4j|1|2012-11-29|power|7|{"tag": "Estonia"}|0.014998435974121094
Neo4j|1|2012-11-29|power|7|{"tag": "Philippines"}|0.01493215560913086
Neo4j|1|2012-11-29|power|7|{"tag": "Kazakhstan"}|0.014733076095581055
Neo4j|1|2012-11-29|power|7|{"tag": "India"}|0.01567864418029785
Neo4j|1|2012-11-29|power|7|{"tag": "Igor_Stravinsky"}|0.014844894409179688
Neo4j|1|2012-11-29|power|7|{"tag": "Denzel_Washington"}|0.015257596969604492
Neo4j|1|2012-11-29|power|7|{"tag": "Hans_Christian_Andersen"}|0.015676021575927734
Neo4j|1|2012-11-29|power|7|{"tag": "Peru"}|0.01471853256225586
Neo4j|1|2012-11-29|power|7|{"tag": "Voltaire"}|0.016231060028076172
Neo4j|1|2012-11-29|power|7|{"tag": "Bertrand_Russell"}|0.014381170272827148
Neo4j|1|2012-11-29|power|7|{"tag": "Slovakia"}|0.01575160026550293
Neo4j|1|2012-11-29|power|7|{"tag": "Rudyard_Kipling"}|0.016985654830932617
Neo4j|1|2012-11-29|power|7|{"tag": "Mexico"}|0.016178607940673828
Neo4j|1|2012-11-29|power|7|{"tag": "Spain"}|0.015596389770507812
Neo4j|1|2012-11-29|power|7|{"tag": "Yuvan_Shankar_Raja"}|0.018595457077026367
Neo4j|1|2012-11-29|power|7|{"tag": "Calvin_Coolidge"}|0.015658140182495117
Neo4j|1|2012-11-29|power|7|{"tag": "Somalia"}|0.014861345291137695
Neo4j|1|2012-11-29|power|7|{"tag": "William_Shatner"}|0.01605701446533203
Neo4j|1|2012-11-29|power|7|{"tag": "Kenya"}|0.014871597290039062
Neo4j|1|2012-11-29|power|7|{"tag": "Charlie_Chaplin"}|0.015181303024291992
Neo4j|1|2012-11-29|power|7|{"tag": "William_the_Conqueror"}|0.014719963073730469
Neo4j|1|2012-11-29|power|7|{"tag": "Hillary_Rodham_Clinton"}|0.01602315902709961
Neo4j|1|2012-11-29|power|7|{"tag": "Sri_Lanka"}|0.014979362487792969
Neo4j|1|2012-11-29|power|7|{"tag": "Saint_George"}|0.014346122741699219
Neo4j|1|2012-11-29|power|7|{"tag": "Muhammad_Ali"}|0.015594959259033203
Neo4j|1|2012-11-29|power|7|{"tag": "Latvia"}|0.013720273971557617
Neo4j|1|2012-11-29|power|7|{"tag": "Juan_Carlos_I_of_Spain"}|0.014195919036865234
Neo4j|1|2012-11-29|power|7|{"tag": "Northern_Ireland"}|0.015813589096069336
Neo4j|1|2012-11-29|power|7|{"tag": "Netherlands"}|0.015598058700561523
Neo4j|1|2012-11-29|power|7|{"tag": "Moses"}|0.015131473541259766
Neo4j|1|2012-11-29|power|7|{"tag": "Osama_bin_Laden"}|0.016491413116455078
Neo4j|1|2012-11-29|power|7|{"tag": "John_Milton"}|0.015177011489868164
Neo4j|1|2012-11-29|power|7|{"tag": "Chen_Shui-bian"}|0.01779627799987793
Neo4j|1|2012-11-29|power|7|{"tag": "South_Korea"}|0.015019893646240234
Neo4j|1|2012-11-29|power|7|{"tag": "Alejandro_Falla"}|0.019677162170410156
Neo4j|1|2012-11-29|power|7|{"tag": "Diosdado_Macapagal"}|0.021935462951660156
Neo4j|1|2012-11-29|power|7|{"tag": "Saint_Peter"}|0.01891779899597168
Neo4j|1|2012-11-29|power|7|{"tag": "Soviet_Union"}|0.018482446670532227
Neo4j|1|2012-11-29|power|7|{"tag": "Nazi_Germany"}|0.018583297729492188
Neo4j|1|2012-11-29|power|7|{"tag": "Henry_Fonda"}|0.02078080177307129
Neo4j|1|2012-11-29|power|7|{"tag": "Lebanon"}|0.01625990867614746
Neo4j|1|2012-11-29|power|7|{"tag": "Cary_Grant"}|0.016305208206176758
Neo4j|1|2012-11-29|power|7|{"tag": "Mustafa_Kemal_Atatürk"}|0.017460107803344727
Neo4j|1|2012-11-29|power|7|{"tag": "Iceland"}|0.015929222106933594
Neo4j|1|2012-11-29|power|7|{"tag": "Haiti"}|0.0163419246673584
Neo4j|1|2012-11-29|power|7|{"tag": "Pakistan"}|0.016379833221435547
Neo4j|1|2012-11-29|power|7|{"tag": "Andy_Warhol"}|0.015072345733642578
